broker, client, sent, received, qos
172.17.0.3, b'subThread-3-fjkkxr', 2020-09-10.12:59:02, 12:59:03.652
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:28, 12:59:34.284
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:28, 12:59:34.284
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:28, 12:59:34.290
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:29, 12:59:34.803
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:29, 12:59:34.803
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:29, 12:59:34.803
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:29, 12:59:34.803
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:29, 12:59:34.936
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:29, 12:59:34.954
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:29, 12:59:34.954
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:29, 12:59:34.955
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:29, 12:59:34.955
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:29, 12:59:34.955
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:30, 12:59:35.036
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:30, 12:59:35.037
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:30, 12:59:35.226
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:30, 12:59:35.227
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:30, 12:59:35.227
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:30, 12:59:35.355
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:30, 12:59:35.355
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:30, 12:59:35.355
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:30, 12:59:35.355
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:30, 12:59:35.389
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:31, 12:59:35.754
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:31, 12:59:35.754
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:31, 12:59:36.100
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:31, 12:59:36.134
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:31, 12:59:36.134
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:31, 12:59:36.399
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:31, 12:59:36.400
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:31, 12:59:36.505
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:31, 12:59:36.865
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:31, 12:59:36.865
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:32, 12:59:36.990
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:32, 12:59:37.061
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:32, 12:59:37.608
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:32, 12:59:37.608
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:32, 12:59:37.608
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:32, 12:59:37.608
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:32, 12:59:37.608
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:32, 12:59:37.608
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:32, 12:59:37.870
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:32, 12:59:37.870
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:33, 12:59:38.165
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:33, 12:59:38.165
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:33, 12:59:38.424
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:33, 12:59:38.424
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:33, 12:59:38.466
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:33, 12:59:38.466
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:33, 12:59:38.467
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:33, 12:59:38.467
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:33, 12:59:38.467
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:33, 12:59:38.467
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:34, 12:59:38.474
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:34, 12:59:38.474
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:34, 12:59:38.552
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:34, 12:59:38.608
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:34, 12:59:39.022
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:34, 12:59:39.034
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:34, 12:59:39.034
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:34, 12:59:39.034
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:34, 12:59:39.195
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:34, 12:59:39.196
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:35, 12:59:39.251
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:35, 12:59:39.335
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:35, 12:59:39.336
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:35, 12:59:39.336
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:35, 12:59:39.841
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:35, 12:59:39.841
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:35, 12:59:39.841
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:35, 12:59:39.841
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:35, 12:59:40.098
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:35, 12:59:40.098
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:36, 12:59:40.209
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:36, 12:59:40.210
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:36, 12:59:40.210
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:36, 12:59:40.254
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:36, 12:59:40.362
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:36, 12:59:40.362
172.17.0.3, b'subThread-1-nuzhrp', 2020-09-10.12:59:36, 12:59:40.378
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:02, 12:59:03.706
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:02, 12:59:03.801
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:02, 12:59:03.802
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:02, 12:59:03.802
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:02, 12:59:03.899
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:02, 12:59:03.900
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:02, 12:59:03.900
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:02, 12:59:03.922
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:02, 12:59:04.320
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:02, 12:59:04.320
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:02, 12:59:04.320
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:02, 12:59:04.320
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:02, 12:59:04.320
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:02, 12:59:04.320
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:02, 12:59:04.320
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:02, 12:59:04.320
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:02, 12:59:04.321
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:02, 12:59:04.321
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:02, 12:59:04.321
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:02, 12:59:04.321
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:03, 12:59:05.002
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:03, 12:59:05.229
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:03, 12:59:05.372
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:03, 12:59:05.400
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:03, 12:59:05.424
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:03, 12:59:05.424
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:03, 12:59:05.641
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:03, 12:59:05.812
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:03, 12:59:05.818
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:03, 12:59:05.876
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:04, 12:59:06.381
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:04, 12:59:06.400
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:04, 12:59:06.400
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:04, 12:59:06.400
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:04, 12:59:06.401
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:04, 12:59:06.417
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:04, 12:59:06.787
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:04, 12:59:06.787
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:04, 12:59:06.932
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:04, 12:59:06.932
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:05, 12:59:07.391
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:05, 12:59:07.391
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:05, 12:59:07.392
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:05, 12:59:07.517
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:05, 12:59:07.530
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:05, 12:59:07.574
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:05, 12:59:07.624
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:05, 12:59:07.629
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:05, 12:59:07.630
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:05, 12:59:07.630
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:06, 12:59:09.129
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:06, 12:59:09.339
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:06, 12:59:09.499
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:06, 12:59:09.499
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:06, 12:59:09.958
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:06, 12:59:10.338
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:06, 12:59:10.338
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:06, 12:59:10.338
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:06, 12:59:10.338
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:06, 12:59:10.338
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:07, 12:59:10.803
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:07, 12:59:10.803
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:07, 12:59:11.014
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:07, 12:59:11.014
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:07, 12:59:11.014
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:07, 12:59:11.014
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:07, 12:59:11.015
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:07, 12:59:11.015
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:07, 12:59:11.082
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:07, 12:59:11.082
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:08, 12:59:11.104
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:08, 12:59:11.218
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:08, 12:59:11.218
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:08, 12:59:11.218
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:08, 12:59:11.218
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:08, 12:59:11.347
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:08, 12:59:11.347
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:08, 12:59:11.381
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:08, 12:59:11.706
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:08, 12:59:11.926
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:09, 12:59:12.192
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:09, 12:59:12.337
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:09, 12:59:12.337
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:09, 12:59:12.337
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:09, 12:59:12.419
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:09, 12:59:12.854
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:09, 12:59:12.854
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:09, 12:59:12.912
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:09, 12:59:12.912
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:09, 12:59:12.931
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:10, 12:59:14.223
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:10, 12:59:14.223
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:10, 12:59:14.223
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:10, 12:59:14.298
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:10, 12:59:14.298
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:10, 12:59:14.416
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:10, 12:59:14.440
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:10, 12:59:14.440
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:10, 12:59:14.440
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:10, 12:59:14.466
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:11, 12:59:14.466
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:11, 12:59:14.870
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:11, 12:59:15.214
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:11, 12:59:15.426
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:11, 12:59:15.426
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:11, 12:59:15.426
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:11, 12:59:15.426
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:11, 12:59:15.426
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:11, 12:59:15.426
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:11, 12:59:15.550
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:12, 12:59:16.658
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:12, 12:59:16.658
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:12, 12:59:16.659
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:12, 12:59:16.665
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:12, 12:59:16.752
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:12, 12:59:16.752
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:12, 12:59:16.752
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:12, 12:59:16.960
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:12, 12:59:17.493
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:12, 12:59:17.555
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:13, 12:59:17.880
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:13, 12:59:17.907
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:13, 12:59:17.974
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:13, 12:59:18.147
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:13, 12:59:18.147
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:13, 12:59:18.334
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:13, 12:59:18.391
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:13, 12:59:18.391
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:13, 12:59:18.392
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:13, 12:59:18.392
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:14, 12:59:18.959
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:14, 12:59:18.959
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:14, 12:59:18.959
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:14, 12:59:18.959
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:14, 12:59:19.186
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:14, 12:59:19.690
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:14, 12:59:19.788
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:14, 12:59:19.788
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:14, 12:59:19.788
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:14, 12:59:19.788
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:15, 12:59:20.363
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:15, 12:59:20.363
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:15, 12:59:20.654
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:15, 12:59:20.714
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:15, 12:59:20.714
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:15, 12:59:20.714
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:15, 12:59:20.714
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:15, 12:59:20.714
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:15, 12:59:20.714
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:15, 12:59:20.715
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:16, 12:59:21.074
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:16, 12:59:21.074
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:16, 12:59:21.100
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:16, 12:59:21.100
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:16, 12:59:21.245
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:16, 12:59:21.296
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:16, 12:59:21.296
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:16, 12:59:21.296
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:16, 12:59:21.395
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:16, 12:59:21.615
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:17, 12:59:21.658
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:17, 12:59:21.658
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:17, 12:59:21.904
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:17, 12:59:21.904
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:17, 12:59:21.904
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:17, 12:59:21.904
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:17, 12:59:21.905
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:17, 12:59:21.905
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:17, 12:59:21.905
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:17, 12:59:21.905
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:18, 12:59:21.917
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:18, 12:59:21.917
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:18, 12:59:21.942
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:18, 12:59:21.942
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:18, 12:59:22.516
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:18, 12:59:22.560
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:18, 12:59:22.577
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:18, 12:59:22.577
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:18, 12:59:22.577
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:18, 12:59:22.718
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:19, 12:59:22.718
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:19, 12:59:22.903
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:19, 12:59:23.236
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:19, 12:59:23.236
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:19, 12:59:23.380
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:19, 12:59:23.380
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:19, 12:59:23.420
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:19, 12:59:23.431
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:19, 12:59:23.432
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:19, 12:59:23.605
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:20, 12:59:24.132
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:20, 12:59:24.138
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:20, 12:59:24.357
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:20, 12:59:24.358
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:20, 12:59:24.526
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:20, 12:59:24.599
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:20, 12:59:24.599
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:20, 12:59:24.599
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:20, 12:59:25.017
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:20, 12:59:25.324
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:21, 12:59:25.324
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:21, 12:59:25.405
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:21, 12:59:25.405
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:21, 12:59:25.405
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:21, 12:59:25.405
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:21, 12:59:25.422
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:21, 12:59:25.980
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:21, 12:59:26.010
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:21, 12:59:26.223
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:21, 12:59:26.224
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:22, 12:59:26.631
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:22, 12:59:26.631
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:22, 12:59:26.631
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:22, 12:59:26.631
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:22, 12:59:27.068
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:22, 12:59:27.076
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:22, 12:59:27.077
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:22, 12:59:27.272
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:22, 12:59:27.344
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:22, 12:59:27.356
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:23, 12:59:27.392
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:23, 12:59:27.392
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:23, 12:59:27.594
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:23, 12:59:27.594
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:23, 12:59:27.594
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:23, 12:59:27.656
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:23, 12:59:27.808
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:23, 12:59:27.814
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:23, 12:59:27.814
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:23, 12:59:27.814
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:24, 12:59:28.110
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:24, 12:59:28.110
172.17.0.3, b'subThread-9-swtzir', 2020-09-10.12:59:24, 12:59:28.182
